CEP,Endereço,Pais
12345,"Schenectady, NY", USA
12401,"Kingston, NY", USA
12402,"Kingston, NY", USA
12404,"Accord, NY", USA
12405,"Acra, NY", USA
12406,"Arkville, NY", USA
12407,"Ashland, NY", USA
12409,"Bearsville, NY", USA
12410,"Big Indian, NY", USA
12411,"Bloomington, NY", USA
12412,"Boiceville, NY", USA
12413,"Cairo, NY", USA
12414,"Catskill, NY", USA
12416,"Chichester, NY", USA
12417,"Connelly, NY", USA
12418,"Cornwallville, NY", USA
12419,"Cottekill, NY", USA
12420,"Cragsmoor, NY", USA
12421,"Denver, NY", USA
12422,"Durham, NY", USA
12423,"East Durham, NY", USA
12424,"East Jewett, NY", USA
12427,"Elka Park, NY", USA
12428,"Ellenville, NY", USA
12429,"Esopus, NY", USA
12430,"Fleischmanns, NY", USA
12431,"Freehold, NY", USA
12433,"Glenford, NY", USA
12435,"Greenfield Park, NY", USA
12436,"Haines Falls, NY", USA
12438,"Halcottsville, NY", USA
12439,"Hensonville, NY", USA
12440,"High Falls, NY", USA
12441,"Highmount, NY", USA
12442,"Hunter, NY", USA
12443,"Hurley, NY", USA
12444,"Jewett, NY", USA
12446,"Kerhonkson, NY", USA
12448,"Lake Hill, NY", USA
12449,"Lake Katrine, NY", USA
12450,"Lanesville, NY", USA
12451,"Leeds, NY", USA
12452,"Lexington, NY", USA
12453,"Malden On Hudson, NY", USA
12454,"Maplecrest, NY", USA
12455,"Margaretville, NY", USA
12456,"Mount Marion, NY", USA
12457,"Mount Tremper, NY", USA
12458,"Napanoch, NY", USA
12459,"New Kingston, NY", USA
12460,"Oak Hill, NY", USA
12461,"Olivebridge, NY", USA
12463,"Palenville, NY", USA
12464,"Phoenicia, NY", USA
12465,"Pine Hill, NY", USA
12466,"Port Ewen, NY", USA
12468,"Prattsville, NY", USA
12469,"Preston Hollow, NY", USA
12470,"Purling, NY", USA
12471,"Rifton, NY", USA
12472,"Rosendale, NY", USA
12473,"Round Top, NY", USA
12474,"Roxbury, NY", USA
12475,"Ruby, NY", USA
12477,"Saugerties, NY", USA
12480,"Shandaken, NY", USA
12481,"Shokan, NY", USA
12482,"South Cairo, NY", USA
12483,"Spring Glen, NY", USA
12484,"Stone Ridge, NY", USA
12485,"Tannersville, NY", USA
12486,"Tillson, NY", USA
12487,"Ulster Park, NY", USA
12489,"Wawarsing, NY", USA
12490,"West Camp, NY", USA
12491,"West Hurley, NY", USA
12492,"West Kill, NY", USA
12493,"West Park, NY", USA
12494,"West Shokan, NY", USA
12495,"Willow, NY", USA
12496,"Windham, NY", USA
12498,"Woodstock, NY", USA
12501,"Amenia, NY", USA
12502,"Ancram, NY", USA
12503,"Ancramdale, NY", USA
12504,"Annandale On Hudson, NY", USA
12506,"Bangall, NY", USA
12508,"Beacon, NY", USA
12510,"Billings, NY", USA
12511,"Castle Point, NY", USA
12512,"Chelsea, NY", USA
12513,"Claverack, NY", USA
12514,"Clinton Corners, NY", USA
12515,"Clintondale, NY", USA
12517,"Copake Falls, NY", USA
12518,"Cornwall, NY", USA
12520,"Cornwall On Hudson, NY", USA
12521,"Craryville, NY", USA
12522,"Dover Plains, NY", USA
12523,"Elizaville, NY", USA
12524,"Fishkill, NY", USA
12525,"Gardiner, NY", USA
12526,"Germantown, NY", USA
12527,"Glenham, NY", USA
12528,"Highland, NY", USA
12529,"Hillsdale, NY", USA
12530,"Hollowville, NY", USA
12531,"Holmes, NY", USA
12533,"Hopewell Junction, NY", USA
12534,"Hudson, NY", USA
12537,"Hughsonville, NY", USA
12538,"Hyde Park, NY", USA
12540,"Lagrangeville, NY", USA
12541,"Livingston, NY", USA
12542,"Marlboro, NY", USA
12543,"Maybrook, NY", USA
12544,"Mellenville, NY", USA
12545,"Millbrook, NY", USA
12546,"Millerton, NY", USA
12547,"Milton, NY", USA
12548,"Modena, NY", USA
12549,"Montgomery, NY", USA
12550,"Newburgh, NY", USA
12551,"Newburgh, NY", USA
12552,"Newburgh, NY", USA
12553,"New Windsor, NY", USA
12555,"Newburgh, NY", USA
12561,"New Paltz, NY", USA
12563,"Patterson, NY", USA
12564,"Pawling, NY", USA
12565,"Philmont, NY", USA
12566,"Pine Bush, NY", USA
12567,"Pine Plains, NY", USA
12568,"Plattekill, NY", USA
12569,"Pleasant Valley, NY", USA
12570,"Poughquag, NY", USA
12571,"Red Hook, NY", USA
12572,"Rhinebeck, NY", USA
12574,"Rhinecliff, NY", USA
12575,"Rock Tavern, NY", USA
12577,"Salisbury Mills, NY", USA
12578,"Salt Point, NY", USA
12580,"Staatsburg, NY", USA
12581,"Stanfordville, NY", USA
12582,"Stormville, NY", USA
12583,"Tivoli, NY", USA
12584,"Vails Gate, NY", USA
12585,"Verbank, NY", USA
12586,"Walden, NY", USA
12588,"Walker Valley, NY", USA
12589,"Wallkill, NY", USA
12590,"Wappingers Falls, NY", USA
12592,"Wassaic, NY", USA
12594,"Wingdale, NY", USA
12601,"Poughkeepsie, NY", USA
12602,"Poughkeepsie, NY", USA
12603,"Poughkeepsie, NY", USA
12604,"Poughkeepsie, NY", USA
12701,"Monticello, NY", USA
12719,"Barryville, NY", USA
12720,"Bethel, NY", USA
12721,"Bloomingburg, NY", USA
12722,"Burlingham, NY", USA
12723,"Callicoon, NY", USA
12724,"Callicoon Center, NY", USA
12725,"Claryville, NY", USA
12726,"Cochecton, NY", USA
12727,"Cochecton Center, NY", USA
12729,"Cuddebackville, NY", USA
12732,"Eldred, NY", USA
12733,"Fallsburg, NY", USA
12734,"Ferndale, NY", USA
12736,"Fremont Center, NY", USA
12737,"Glen Spey, NY", USA
12738,"Glen Wild, NY", USA
12740,"Grahamsville, NY", USA
12741,"Hankins, NY", USA
12742,"Harris, NY", USA
12743,"Highland Lake, NY", USA
12745,"Hortonville, NY", USA
12746,"Huguenot, NY", USA
12747,"Hurleyville, NY", USA
12748,"Jeffersonville, NY", USA
12749,"Kauneonga Lake, NY", USA
12750,"Kenoza Lake, NY", USA
12751,"Kiamesha Lake, NY", USA
12752,"Lake Huntington, NY", USA
12754,"Liberty, NY", USA
12758,"Livingston Manor, NY", USA
12759,"Loch Sheldrake, NY", USA
12760,"Long Eddy, NY", USA
12762,"Mongaup Valley, NY", USA
12763,"Mountain Dale, NY", USA
12764,"Narrowsburg, NY", USA
12765,"Neversink, NY", USA
12766,"North Branch, NY", USA
12767,"Obernburg, NY", USA
12768,"Parksville, NY", USA
12769,"Phillipsport, NY", USA
12770,"Pond Eddy, NY", USA
12771,"Port Jervis, NY", USA
12775,"Rock Hill, NY", USA
12776,"Roscoe, NY", USA
12777,"Forestburgh, NY", USA
12778,"Smallwood, NY", USA
12779,"South Fallsburg, NY", USA
12780,"Sparrow Bush, NY", USA
12781,"Summitville, NY", USA
12783,"Swan Lake, NY", USA
88510,"El Paso, TX", USA
88511,"El Paso, TX", USA
88512,"El Paso, TX", USA
88513,"El Paso, TX", USA
88514,"El Paso, TX", USA
88515,"El Paso, TX", USA
88516,"El Paso, TX", USA
88517,"El Paso, TX", USA
88518,"El Paso, TX", USA
88519,"El Paso, TX", USA
88520,"El Paso, TX", USA
88521,"El Paso, TX", USA
88523,"El Paso, TX", USA
88524,"El Paso, TX", USA
88525,"El Paso, TX", USA
88526,"El Paso, TX", USA
88527,"El Paso, TX", USA
88528,"El Paso, TX", USA
88529,"El Paso, TX", USA
88530,"El Paso, TX", USA
88531,"El Paso, TX", USA
88532,"El Paso, TX", USA
88533,"El Paso, TX", USA
88534,"El Paso, TX", USA
88535,"El Paso, TX", USA
88536,"El Paso, TX", USA
88538,"El Paso, TX", USA
88539,"El Paso, TX", USA
88540,"El Paso, TX", USA
88541,"El Paso, TX", USA
88542,"El Paso, TX", USA
88543,"El Paso, TX", USA
88544,"El Paso, TX", USA
88545,"El Paso, TX", USA
88546,"El Paso, TX", USA
88547,"El Paso, TX", USA
88548,"El Paso, TX", USA
88549,"El Paso, TX", USA
88550,"El Paso, TX", USA
88553,"El Paso, TX", USA
88554,"El Paso, TX", USA
88555,"El Paso, TX", USA
88556,"El Paso, TX", USA
88557,"El Paso, TX", USA
88558,"El Paso, TX", USA
88559,"El Paso, TX", USA
88560,"El Paso, TX", USA
88561,"El Paso, TX", USA
88562,"El Paso, TX", USA
88563,"El Paso, TX", USA
88565,"El Paso, TX", USA
88566,"El Paso, TX", USA
88567,"El Paso, TX", USA
88568,"El Paso, TX", USA
88569,"El Paso, TX", USA
88570,"El Paso, TX", USA
88571,"El Paso, TX", USA
88572,"El Paso, TX", USA
88573,"El Paso, TX", USA
88574,"El Paso, TX", USA
88575,"El Paso, TX", USA
88576,"El Paso, TX", USA
88577,"El Paso, TX", USA
88578,"El Paso, TX", USA
88579,"El Paso, TX", USA
88580,"El Paso, TX", USA
88581,"El Paso, TX", USA
88582,"El Paso, TX", USA
88583,"El Paso, TX", USA
88584,"El Paso, TX", USA
88585,"El Paso, TX", USA
88586,"El Paso, TX", USA
88587,"El Paso, TX", USA
88588,"El Paso, TX", USA
88589,"El Paso, TX", USA
88590,"El Paso, TX", USA
88595,"El Paso, TX", USA
90001,"Los Angeles, CA", USA
90002,"Los Angeles, CA", USA
90003,"Los Angeles, CA", USA
90004,"Los Angeles, CA", USA
90005,"Los Angeles, CA", USA
90006,"Los Angeles, CA", USA
90007,"Los Angeles, CA", USA
90008,"Los Angeles, CA", USA
90009,"Los Angeles, CA", USA
90010,"Los Angeles, CA", USA
90011,"Los Angeles, CA", USA
90012,"Los Angeles, CA", USA
90013,"Los Angeles, CA", USA
90014,"Los Angeles, CA", USA
90015,"Los Angeles, CA", USA
90016,"Los Angeles, CA", USA
90017,"Los Angeles, CA", USA
90018,"Los Angeles, CA", USA
90019,"Los Angeles, CA", USA
90020,"Los Angeles, CA", USA
90021,"Los Angeles, CA", USA
90022,"Los Angeles, CA", USA
90023,"Los Angeles, CA", USA
90024,"Los Angeles, CA", USA
90025,"Los Angeles, CA", USA
90026,"Los Angeles, CA", USA
90027,"Los Angeles, CA", USA
90028,"Los Angeles, CA", USA
90029,"Los Angeles, CA", USA
90030,"Los Angeles, CA", USA
90031,"Los Angeles, CA", USA
90032,"Los Angeles, CA", USA
90033,"Los Angeles, CA", USA
90034,"Los Angeles, CA", USA
90035,"Los Angeles, CA", USA
90036,"Los Angeles, CA", USA
90037,"Los Angeles, CA", USA
90038,"Los Angeles, CA", USA
90039,"Los Angeles, CA", USA
90040,"Los Angeles, CA", USA
90041,"Los Angeles, CA", USA
90042,"Los Angeles, CA", USA
90043,"Los Angeles, CA", USA
90044,"Los Angeles, CA", USA
90045,"Los Angeles, CA", USA
90046,"Los Angeles, CA", USA
90047,"Los Angeles, CA", USA
90048,"Los Angeles, CA", USA
90049,"Los Angeles, CA", USA
90050,"Los Angeles, CA", USA
90051,"Los Angeles, CA", USA
90052,"Los Angeles, CA", USA
90053,"Los Angeles, CA", USA
90054,"Los Angeles, CA", USA
90055,"Los Angeles, CA", USA
90056,"Los Angeles, CA", USA
90057,"Los Angeles, CA", USA
90058,"Los Angeles, CA", USA
90059,"Los Angeles, CA", USA
90060,"Los Angeles, CA", USA
90061,"Los Angeles, CA", USA
90062,"Los Angeles, CA", USA
90063,"Los Angeles, CA", USA
90064,"Los Angeles, CA", USA
90065,"Los Angeles, CA", USA
90066,"Los Angeles, CA", USA
90067,"Los Angeles, CA", USA
90068,"Los Angeles, CA", USA
90069,"West Hollywood, CA", USA
90070,"Los Angeles, CA", USA
90071,"Los Angeles, CA", USA
90072,"Los Angeles, CA", USA
90073,"Los Angeles, CA", USA
90074,"Los Angeles, CA", USA
90075,"Los Angeles, CA", USA
90076,"Los Angeles, CA", USA
90077,"Los Angeles, CA", USA
90078,"Los Angeles, CA", USA
90079,"Los Angeles, CA", USA
90080,"Los Angeles, CA", USA
90081,"Los Angeles, CA", USA
90082,"Los Angeles, CA", USA
90083,"Los Angeles, CA", USA
90084,"Los Angeles, CA", USA
90086,"Los Angeles, CA", USA
90087,"Los Angeles, CA", USA
90088,"Los Angeles, CA", USA
90089,"Los Angeles, CA", USA
90090,"Dodgertown, CA", USA
90091,"Los Angeles, CA", USA
90093,"Los Angeles, CA", USA
90094,"Playa Vista, CA", USA
90095,"Los Angeles, CA", USA
90096,"Los Angeles, CA", USA
90099,"Los Angeles, CA", USA
90101,"Los Angeles, CA", USA
90189,"Los Angeles, CA", USA
90201,"Bell Gardens, CA", USA
90202,"Bell, CA", USA
90209,"Beverly Hills, CA", USA
90210,"Beverly Hills, CA", USA
90211,"Beverly Hills, CA", USA
90212,"Beverly Hills, CA", USA
90213,"Beverly Hills, CA", USA
90220,"Compton, CA", USA
90221,"Compton, CA", USA
90222,"Compton, CA", USA
90223,"Compton, CA", USA
90224,"Compton, CA", USA
90230,"Culver City, CA", USA
90231,"Culver City, CA", USA
90232,"Culver City, CA", USA
90233,"Culver City, CA", USA
90239,"Downey, CA", USA
90240,"Downey, CA", USA
90241,"Downey, CA", USA
90242,"Downey, CA", USA
90245,"El Segundo, CA", USA
90247,"Gardena, CA", USA
90248,"Gardena, CA", USA
90249,"Gardena, CA", USA
90250,"Hawthorne, CA", USA
90251,"Hawthorne, CA", USA
90254,"Hermosa Beach, CA", USA
90255,"Huntington Park, CA", USA
90260,"Lawndale, CA", USA
90261,"Lawndale, CA", USA
90262,"Lynwood, CA", USA
90263,"Malibu, CA", USA
90264,"Malibu, CA", USA
90265,"Malibu, CA", USA
90266,"Manhattan Beach, CA", USA
90267,"Manhattan Beach, CA", USA
90270,"Maywood, CA", USA
90272,"Pacific Palisades, CA", USA
90274,"Palos Verdes Peninsula, CA", USA
90275,"Rancho Palos Verdes, CA", USA
90277,"Redondo Beach, CA", USA
90278,"Redondo Beach, CA", USA
90280,"South Gate, CA", USA
90290,"Topanga, CA", USA
90291,"Venice, CA", USA
90292,"Marina Del Rey, CA", USA
90293,"Playa Del Rey, CA", USA
90294,"Venice, CA", USA
90295,"Marina Del Rey, CA", USA
90296,"Playa Del Rey, CA", USA
90301,"Inglewood, CA", USA
90302,"Inglewood, CA", USA
90303,"Inglewood, CA", USA
90304,"Inglewood, CA", USA
90305,"Inglewood, CA", USA
90306,"Inglewood, CA", USA
90307,"Inglewood, CA", USA
90308,"Inglewood, CA", USA
90309,"Inglewood, CA", USA
90310,"Inglewood, CA", USA
90311,"Inglewood, CA", USA
90312,"Inglewood, CA", USA
90401,"Santa Monica, CA", USA
90402,"Santa Monica, CA", USA
90403,"Santa Monica, CA", USA
90404,"Santa Monica, CA", USA
90405,"Santa Monica, CA", USA
90406,"Santa Monica, CA", USA
90407,"Santa Monica, CA", USA
90408,"Santa Monica, CA", USA
90409,"Santa Monica, CA", USA
90410,"Santa Monica, CA", USA
90411,"Santa Monica, CA", USA
90501,"Torrance, CA", USA
90502,"Torrance, CA", USA
90503,"Torrance, CA", USA
90504,"Torrance, CA", USA
90505,"Torrance, CA", USA
90506,"Torrance, CA", USA
90507,"Torrance, CA", USA
90508,"Torrance, CA", USA
90509,"Torrance, CA", USA
90510,"Torrance, CA", USA
90601,"Whittier, CA", USA
90602,"Whittier, CA", USA
90603,"Whittier, CA", USA
90604,"Whittier, CA", USA
90605,"Whittier, CA", USA
90606,"Whittier, CA", USA
90607,"Whittier, CA", USA
90608,"Whittier, CA", USA
90609,"Whittier, CA", USA
90610,"Whittier, CA", USA
90612,"Whittier, CA", USA
90620,"Buena Park, CA", USA
90621,"Buena Park, CA", USA
90622,"Buena Park, CA", USA
90623,"La Palma, CA", USA
90624,"Buena Park, CA", USA
90630,"Cypress, CA", USA
90631,"La Habra, CA", USA
90632,"La Habra, CA", USA
90633,"La Habra, CA", USA
90637,"La Mirada, CA", USA
90638,"La Mirada, CA", USA
90639,"La Mirada, CA", USA
90640,"Montebello, CA", USA
90650,"Norwalk, CA", USA
90651,"Norwalk, CA", USA
90652,"Norwalk, CA", USA
90660,"Pico Rivera, CA", USA
90661,"Pico Rivera, CA", USA
90662,"Pico Rivera, CA", USA
90670,"Santa Fe Springs, CA", USA
90671,"Santa Fe Springs, CA", USA
90680,"Stanton, CA", USA
90701,"Artesia, CA", USA
90702,"Artesia, CA", USA
90703,"Cerritos, CA", USA
90704,"Avalon, CA", USA
90706,"Bellflower, CA", USA
90707,"Bellflower, CA", USA
90710,"Harbor City, CA", USA
90711,"Lakewood, CA", USA
90712,"Lakewood, CA", USA
90713,"Lakewood, CA", USA
90714,"Lakewood, CA", USA
90715,"Lakewood, CA", USA
90716,"Hawaiian Gardens, CA", USA
90717,"Lomita, CA", USA
90720,"Los Alamitos, CA", USA
90721,"Los Alamitos, CA", USA
90723,"Paramount, CA", USA
90731,"San Pedro, CA", USA
90732,"San Pedro, CA", USA
90733,"San Pedro, CA", USA
90734,"San Pedro, CA", USA
90740,"Seal Beach, CA", USA
90742,"Sunset Beach, CA", USA
90743,"Surfside, CA", USA
90744,"Wilmington, CA", USA
90745,"Carson, CA", USA
90746,"Carson, CA", USA
90747,"Carson, CA", USA
90748,"Wilmington, CA", USA
90749,"Carson, CA", USA
90755,"Signal Hill, CA", USA
90801,"Long Beach, CA", USA
90802,"Long Beach, CA", USA
90803,"Long Beach, CA", USA
90804,"Long Beach, CA", USA
90805,"Long Beach, CA", USA
90806,"Long Beach, CA", USA
90807,"Long Beach, CA", USA
90808,"Long Beach, CA", USA
90809,"Long Beach, CA", USA
90810,"Long Beach, CA", USA
90813,"Long Beach, CA", USA
90814,"Long Beach, CA", USA
90815,"Long Beach, CA", USA
90822,"Long Beach, CA", USA
90831,"Long Beach, CA", USA
90832,"Long Beach, CA", USA
90833,"Long Beach, CA", USA
90834,"Long Beach, CA", USA
90835,"Long Beach, CA", USA
90840,"Long Beach, CA", USA
90842,"Long Beach, CA", USA
90844,"Long Beach, CA", USA
90846,"Long Beach, CA", USA
90847,"Long Beach, CA", USA
90848,"Long Beach, CA", USA
90853,"Long Beach, CA", USA
90895,"Carson, CA", USA
90899,"Long Beach, CA", USA
91001,"Altadena, CA", USA
91003,"Altadena, CA", USA
91006,"Arcadia, CA", USA
91007,"Arcadia, CA", USA
91008,"Duarte, CA", USA
91009,"Duarte, CA", USA
91010,"Duarte, CA", USA
91011,"La Canada Flintridge, CA", USA
91012,"La Canada Flintridge, CA", USA
91016,"Monrovia, CA", USA
91017,"Monrovia, CA", USA
91020,"Montrose, CA", USA
91021,"Montrose, CA", USA
91023,"Mount Wilson, CA", USA
91024,"Sierra Madre, CA", USA
91025,"Sierra Madre, CA", USA
91030,"South Pasadena, CA", USA
91031,"South Pasadena, CA", USA
91040,"Sunland, CA", USA
91041,"Sunland, CA", USA
91042,"Tujunga, CA", USA
91043,"Tujunga, CA", USA
91046,"Verdugo City, CA", USA
91066,"Arcadia, CA", USA
91077,"Arcadia, CA", USA
91101,"Pasadena, CA", USA
91102,"Pasadena, CA", USA
91103,"Pasadena, CA", USA
91104,"Pasadena, CA", USA
91105,"Pasadena, CA", USA
91106,"Pasadena, CA", USA
91107,"Pasadena, CA", USA
91108,"San Marino, CA", USA
91109,"Pasadena, CA", USA
91110,"Pasadena, CA", USA
91114,"Pasadena, CA", USA
91115,"Pasadena, CA", USA
91116,"Pasadena, CA", USA
91117,"Pasadena, CA", USA
91118,"San Marino, CA", USA
91121,"Pasadena, CA", USA
91123,"Pasadena, CA", USA
91124,"Pasadena, CA", USA
91125,"Pasadena, CA", USA
91126,"Pasadena, CA", USA
91129,"Pasadena, CA", USA
91182,"Pasadena, CA", USA
91184,"Pasadena, CA", USA
91185,"Pasadena, CA", USA
91188,"Pasadena, CA", USA
91189,"Pasadena, CA", USA
91199,"Pasadena, CA", USA
91201,"Glendale, CA", USA
91202,"Glendale, CA", USA
91203,"Glendale, CA", USA
91204,"Glendale, CA", USA
91205,"Glendale, CA", USA
91206,"Glendale, CA", USA
91207,"Glendale, CA", USA
91208,"Glendale, CA", USA
91209,"Glendale, CA", USA
91210,"Glendale, CA", USA
91214,"La Crescenta, CA", USA
91221,"Glendale, CA", USA
91222,"Glendale, CA", USA
91224,"La Crescenta, CA", USA
91225,"Glendale, CA", USA
91226,"Glendale, CA", USA
91301,"Agoura Hills, CA", USA
91302,"Calabasas, CA", USA
91303,"Canoga Park, CA", USA
91304,"Canoga Park, CA", USA
91305,"Canoga Park, CA", USA
91306,"Winnetka, CA", USA
91307,"West Hills, CA", USA
16,"Sequoia National Forest, CA", USA
17,"Northeast Fresno County, CA", USA
18,"Los Padres Ntl Forest, CA", USA
19,"Lassen Ntl Forest, CA", USA
20,"Sierra National Forest, CA", USA
26,"East Tulare County, CA", USA
28,"Plumas Ntl Forest, CA", USA
29,"Tahoe National Forest, CA", USA
31,"Lassen National Forest, CA", USA
32,"Los Padres Ntl Forest, CA", USA
33,"Tahoe National Forest, CA", USA
34,"Klamath National Forest, CA", USA
35,"Modoc/Shasta/Klamath For, CA", USA
37,"West Tehama County, CA", USA
38,"East Tehama County, CA", USA
39,"Southeast Trinity County, CA", USA
40,"Yosemite Ntl Park, CA", USA
44,"South Alpine County, CA", USA
47,"West Glenn County, CA", USA
48,"Mendocino Ntl Forest, CA", USA
49,"Six Rivers National Fore, CA", USA
50,"Six Rivers Ntl Forest, CA", USA
51,"Eldorado Ntl Forest, CA", USA
52,"Eldorado Ntl Forest, CA", USA
54,"Six Rivers Ntl Forest, CA", USA
55,"Trinity Ntl Forest, CA", USA
57,"Channel Islands National Pk, CA", USA
58,"Yosemite Ntl Park, CA", USA
61,"Channel Is Air Guard Statio, CA", USA
65,"Plumas National Park, CA", USA
188,"Padre Island Ntl Seashor, TX", USA
501,"Holtsville, NY", USA
544,"Holtsville, NY", USA
73301,"Austin, TX", USA
73344,"Austin, TX", USA
6390,"Fishers Island, NY", USA
75488,"Telephone, TX", USA
75489,"Tom Bean, TX", USA
75490,"Trenton, TX", USA
75491,"Whitewright, TX", USA
75492,"Windom, TX", USA
75493,"Winfield, TX", USA
75494,"Winnsboro, TX", USA
75495,"Van Alstyne, TX", USA
75496,"Wolfe City, TX", USA
75497,"Yantis, TX", USA
75501,"Texarkana, TX", USA
75503,"Texarkana, TX", USA
75504,"Texarkana, TX", USA
75505,"Texarkana, TX", USA
75507,"Texarkana, TX", USA
75550,"Annona, TX", USA
75551,"Atlanta, TX", USA
75554,"Avery, TX", USA
75555,"Bivins, TX", USA
75556,"Bloomburg, TX", USA
